area,admin_area,id,demographic_id,age,education,gender,ethnicity,family_ratio,income,in_household,household_id,relationship
d1,a0,d1_490,farmer_agricultural,51,0,0,0,0.75,25138,True,d1_hh33,head
d1,a0,d1_230,working_class,51,2,0,0,0.65,33616,True,d1_hh33,partner
d1,a0,d1_56,affluent_professional,40,6,1,0,0.6,51904,True,d1_hh34,head
d1,a0,d1_398,rural_worker,67,3,0,0,0.7,13404,True,d1_hh35,head
d1,a0,d1_280,rural_worker,66,1,1,0,0.7,34275,True,d1_hh35,partner
d1,a0,d1_176,rural_worker,48,3,1,0,0.7,19467,True,d1_hh36,head
d1,a0,d1_267,farmer_agricultural,38,2,1,0,0.75,33689,True,d1_hh36,partner
d1,a0,d1_395,retired,60,2,0,0,0.3,25653,True,d1_hh37,head
d1,a0,d1_286,rural_worker,24,2,1,0,0.7,15125,True,d1_hh38,head
d1,a0,d1_49,working_class,46,3,1,0,0.65,27256,True,d1_hh38,partner
d1,a0,d1_136,farmer_agricultural,28,0,0,0,0.75,5767,True,d1_hh39,head
d1,a0,d1_225,working_class,51,5,1,0,0.65,29361,True,d1_hh39,partner
d1,a0,d1_357,affluent_professional,31,6,1,0,0.6,33144,True,d1_hh40,head
d1,a0,d1_442,working_class,30,2,1,0,0.65,31936,True,d1_hh40,partner
d1,a0,d1_334,working_class,43,3,1,0,0.65,26023,True,d1_hh41,head
d1,a0,d1_416,farmer_agricultural,49,0,1,0,0.75,42509,True,d1_hh42,head
d1,a0,d1_19,working_class,64,1,0,0,0.65,33746,True,d1_hh43,head
d1,a0,d1_172,affluent_professional,48,5,1,0,0.6,82956,True,d1_hh43,partner
d1,a0,d1_17,middle_class,51,2,0,0,0.7,34163,True,d1_hh44,head
d1,a0,d1_166,affluent_professional,24,4,1,0,0.6,92277,True,d1_hh44,partner
d1,a0,d1_174,middle_class,58,4,1,0,0.7,54845,True,d1_hh45,head
d1,a0,d1_387,retired,69,2,1,0,0.3,6926,True,d1_hh45,partner
d1,a0,d1_143,rural_worker,50,0,1,0,0.7,25322,True,d1_hh46,head
d1,a0,d1_326,rural_worker,30,2,1,0,0.7,25243,True,d1_hh47,head
d1,a0,d1_69,rural_worker,32,1,0,0,0.7,19661,True,d1_hh47,partner
d1,a0,d1_36,working_class,57,0,1,0,0.65,29475,True,d1_hh48,head
d1,a0,d1_121,middle_class,34,4,0,0,0.7,55777,True,d1_hh48,partner
d1,a0,d1_412,retired,72,3,1,0,0.3,28181,True,d1_hh49,head
d1,a0,d1_79,retired,70,1,1,0,0.3,16705,True,d1_hh49,partner
d1,a0,d1_441,working_class,50,3,0,0,0.65,28343,True,d1_hh50,head
d1,a0,d1_99,rural_worker,41,0,1,0,0.7,24295,True,d1_hh51,head
d1,a0,d1_189,middle_class,38,5,1,0,0.7,40255,True,d1_hh51,partner
d1,a0,d1_7,farmer_agricultural,43,3,1,0,0.75,25682,True,d1_hh52,head
d1,a0,d1_167,working_class,57,1,0,0,0.65,13979,True,d1_hh53,head
d1,a0,d1_131,rural_worker,51,2,1,0,0.7,22967,True,d1_hh53,partner
d1,a0,d1_313,rural_worker,55,1,1,0,0.7,28204,True,d1_hh54,head
d1,a0,d1_413,farmer_agricultural,70,3,1,0,0.75,12980,True,d1_hh54,partner
d1,a0,d1_106,farmer_agricultural,63,0,0,0,0.75,39735,True,d1_hh55,head
d1,a0,d1_347,middle_class,54,5,1,0,0.7,39223,True,d1_hh55,partner
d1,a0,d1_10,retired,89,2,0,0,0.3,16877,True,d1_hh55,partner
d1,a0,d1_365,retired,81,5,1,0,0.3,26945,True,d1_hh55,partner
d1,a0,d1_13,farmer_agricultural,59,2,1,0,0.75,36147,True,d1_hh56,head
d1,a0,d1_187,middle_class,48,4,1,0,0.7,28813,True,d1_hh56,partner
d1,a0,d1_129,retired,76,3,1,0,0.3,7872,True,d1_hh56,partner
d1,a0,d1_213,retired,76,0,1,0,0.3,28991,True,d1_hh56,partner
d1,a0,d1_44,retired,77,2,0,0,0.3,7291,True,d1_hh56,partner
d1,a0,d1_318,rural_worker,38,2,0,0,0.7,18611,True,d1_hh57,head
d1,a0,d1_153,rural_worker,45,2,1,0,0.7,16166,True,d1_hh57,partner
d1,a0,d1_113,retired,76,0,1,0,0.3,25043,True,d1_hh58,head
d1,a0,d1_102,working_class,44,4,1,0,0.65,30661,True,d1_hh59,head
d1,a0,d1_250,middle_class,45,4,0,0,0.7,25819,True,d1_hh59,partner
d1,a0,d1_148,farmer_agricultural,47,0,1,0,0.75,44008,True,d1_hh60,head
d1,a0,d1_175,retired,68,4,1,0,0.3,23314,True,d1_hh60,partner
d1,a0,d1_63,farmer_agricultural,71,3,0,0,0.75,25307,True,d1_hh60,partner
d1,a0,d1_110,farmer_agricultural,70,2,1,0,0.75,17516,True,d1_hh60,partner
d1,a0,d1_301,working_class,65,1,1,0,0.65,42482,True,d1_hh60,partner
d1,a0,d1_248,retired,72,4,0,0,0.3,39975,True,d1_hh60,partner
d1,a0,d1_477,affluent_professional,27,6,1,0,0.6,63331,True,d1_hh61,head
d1,a0,d1_112,rural_worker,38,2,1,0,0.7,30087,True,d1_hh61,partner
d1,a0,d1_239,farmer_agricultural,60,1,0,0,0.75,12665,True,d1_hh62,head
d1,a0,d1_246,working_class,30,0,1,0,0.65,34013,True,d1_hh62,partner
d1,a0,d1_191,affluent_professional,33,6,0,0,0.6,35903,True,d1_hh63,head
d1,a0,d1_134,farmer_agricultural,61,1,1,0,0.75,35817,True,d1_hh63,partner
d1,a0,d1_390,working_class,35,0,0,0,0.65,25064,True,d1_hh64,head
d1,a0,d1_468,working_class,50,3,0,0,0.65,25929,True,d1_hh65,head
d1,a0,d1_358,farmer_agricultural,41,2,1,0,0.75,47785,True,d1_hh65,partner
d1,a0,d1_87,rural_worker,43,1,1,0,0.7,18112,True,d1_hh66,head
d1,a0,d1_306,working_class,62,0,1,0,0.65,23456,True,d1_hh67,head
d1,a0,d1_45,retired,63,3,0,0,0.3,30381,True,d1_hh67,partner
d1,a0,d1_127,rural_worker,60,0,0,0,0.7,13238,True,d1_hh68,head
d1,a0,d1_393,farmer_agricultural,57,0,1,0,0.75,40820,True,d1_hh68,partner
d1,a0,d1_340,retired,74,3,1,0,0.3,26098,True,d1_hh69,head
d1,a0,d1_376,affluent_professional,39,3,0,0,0.6,47115,True,d1_hh70,head
d1,a0,d1_279,working_class,63,4,0,0,0.65,23312,True,d1_hh70,partner
d1,a0,d1_204,retired,60,3,0,0,0.3,13934,True,d1_hh71,head
d1,a0,d1_149,farmer_agricultural,48,3,0,0,0.75,33750,True,d1_hh71,partner
d1,a0,d1_391,farmer_agricultural,40,1,0,0,0.75,3996,True,d1_hh72,head
d1,a0,d1_308,farmer_agricultural,50,3,1,0,0.75,25454,True,d1_hh72,partner
d1,a0,d1_160,working_class,50,4,0,0,0.65,26732,True,d1_hh73,head
d1,a0,d1_372,retired,81,2,0,0,0.3,25520,True,d1_hh73,partner
d1,a0,d1_185,working_class,44,1,1,0,0.65,17741,True,d1_hh74,head
d1,a0,d1_448,middle_class,68,4,0,0,0.7,29212,True,d1_hh74,partner
d1,a0,d1_249,working_class,53,2,1,0,0.65,18854,True,d1_hh75,head
d1,a0,d1_77,farmer_agricultural,44,2,0,0,0.75,46087,True,d1_hh75,partner
d1,a0,d1_456,working_class,58,0,0,0,0.65,32632,True,d1_hh76,head
d1,a0,d1_179,farmer_agricultural,65,0,0,0,0.75,16201,True,d1_hh76,partner
d1,a0,d1_332,rural_worker,54,1,1,0,0.7,22915,True,d1_hh77,head
d1,a0,d1_14,retired,66,3,0,0,0.3,23166,True,d1_hh77,partner
d1,a0,d1_196,rural_worker,48,3,0,0,0.7,13443,True,d1_hh78,head
d1,a0,d1_389,rural_worker,65,1,0,0,0.7,19454,True,d1_hh78,partner
d1,a0,d1_482,farmer_agricultural,48,1,0,0,0.75,23116,True,d1_hh79,head
d1,a0,d1_169,farmer_agricultural,57,1,1,0,0.75,34976,True,d1_hh79,partner
d1,a0,d1_383,farmer_agricultural,64,2,1,0,0.75,42439,True,d1_hh80,head
d1,a0,d1_277,affluent_professional,56,5,0,0,0.6,57403,True,d1_hh80,partner
d1,a0,d1_474,middle_class,46,3,0,0,0.7,47893,True,d1_hh81,head
d1,a0,d1_16,retired,77,2,1,0,0.3,24891,True,d1_hh81,partner
d1,a0,d1_94,working_class,58,3,1,0,0.65,17116,True,d1_hh82,head
d1,a0,d1_268,farmer_agricultural,67,3,0,0,0.75,26016,True,d1_hh82,partner
d1,a0,d1_452,farmer_agricultural,45,1,0,0,0.75,24190,True,d1_hh83,head
d1,a0,d1_303,working_class,36,1,0,0,0.65,29176,True,d1_hh84,head
d1,a0,d1_369,rural_worker,37,2,0,0,0.7,27881,True,d1_hh85,head
d1,a0,d1_355,rural_worker,45,0,0,0,0.7,25185,True,d1_hh85,partner
d1,a0,d1_97,middle_class,46,6,0,0,0.7,7200,True,d1_hh86,head
d1,a0,d1_485,middle_class,45,7,1,0,0.7,42287,True,d1_hh86,partner
d1,a0,d1_457,farmer_agricultural,56,0,0,0,0.75,27635,True,d1_hh87,head
d1,a0,d1_199,farmer_agricultural,61,2,0,0,0.75,1375,True,d1_hh88,head
d1,a0,d1_422,retired,65,3,0,0,0.3,28502,True,d1_hh88,partner
d1,a0,d1_228,retired,68,2,1,0,0.3,29908,True,d1_hh89,head
d1,a0,d1_66,farmer_agricultural,51,1,1,0,0.75,33063,True,d1_hh89,partner
d1,a0,d1_426,farmer_agricultural,56,1,0,0,0.75,45904,True,d1_hh90,head
d1,a0,d1_5,farmer_agricultural,41,2,1,0,0.75,13616,True,d1_hh91,head
d1,a0,d1_103,retired,85,4,1,0,0.3,26390,True,d1_hh91,partner
d1,a0,d1_95,rural_worker,40,2,1,0,0.7,22367,True,d1_hh92,head
d1,a0,d1_382,farmer_agricultural,57,1,1,0,0.75,43285,True,d1_hh93,head
d1,a0,d1_215,retired,70,3,1,0,0.3,4693,True,d1_hh93,partner
d1,a0,d1_292,farmer_agricultural,51,1,0,0,0.75,26448,True,d1_hh94,head
d1,a0,d1_197,farmer_agricultural,54,3,0,0,0.75,3223,True,d1_hh94,partner
d1,a0,d1_329,rural_worker,49,1,0,0,0.7,18620,True,d1_hh95,head
d1,a0,d1_397,farmer_agricultural,64,1,0,0,0.75,39251,True,d1_hh95,partner
d1,a0,d1_184,rural_worker,49,3,1,0,0.7,21390,True,d1_hh96,head
d1,a0,d1_122,retired,66,1,1,0,0.3,24023,True,d1_hh96,partner
d1,a0,d1_232,retired,53,1,1,0,0.3,12848,True,d1_hh97,head
d1,a0,d1_208,retired,75,1,0,0,0.3,17883,True,d1_hh97,partner
d1,a0,d1_220,retired,58,2,1,0,0.3,12975,True,d1_hh98,head
d1,a0,d1_460,rural_worker,42,1,0,0,0.7,9735,True,d1_hh98,partner
d1,a0,d1_380,middle_class,62,1,1,0,0.7,13981,True,d1_hh99,head
d1,a0,d1_217,farmer_agricultural,49,3,1,0,0.75,11443,True,d1_hh99,partner
d1,a0,d1_1,rural_worker,56,0,0,0,0.7,12884,True,d1_hh100,head
d1,a0,d1_325,middle_class,34,6,0,0,0.7,33051,True,d1_hh101,head
d1,a0,d1_18,rural_worker,40,1,0,0,0.7,20074,True,d1_hh101,partner
d1,a0,d1_206,working_class,41,4,0,0,0.65,22474,True,d1_hh102,head
d1,a0,d1_29,working_class,48,3,1,0,0.65,29572,True,d1_hh102,partner
d1,a0,d1_64,working_class,43,4,1,0,0.65,17143,True,d1_hh103,head
d1,a0,d1_400,farmer_agricultural,36,1,0,0,0.75,34303,True,d1_hh104,head
d1,a0,d1_299,rural_worker,36,2,0,0,0.7,11250,True,d1_hh104,partner
d1,a0,d1_82,rural_worker,33,3,0,0,0.7,42335,True,d1_hh105,head
d1,a0,d1_210,retired,84,6,0,0,0.3,17947,True,d1_hh105,partner
d1,a0,d1_65,working_class,38,3,0,0,0.65,22843,True,d1_hh106,head
d1,a0,d1_115,middle_class,24,3,0,0,0.7,45090,True,d1_hh107,head
d1,a0,d1_59,farmer_agricultural,53,1,1,0,0.75,32287,True,d1_hh107,partner
d1,a0,d1_256,retired,61,5,0,0,0.3,39289,True,d1_hh108,head
d1,a0,d1_92,working_class,39,1,0,0,0.65,35529,True,d1_hh109,head
d1,a0,d1_410,working_class,41,1,0,0,0.65,16526,True,d1_hh109,partner
d1,a0,d1_259,farmer_agricultural,56,2,1,0,0.75,8460,True,d1_hh110,head
d1,a0,d1_491,farmer_agricultural,50,4,1,0,0.75,6142,True,d1_hh111,head
d1,a0,d1_287,rural_worker,30,1,1,0,0.7,22587,True,d1_hh111,partner
d1,a0,d1_178,working_class,30,3,1,0,0.65,21689,True,d1_hh112,head
d1,a0,d1_438,working_class,68,2,0,0,0.65,29008,True,d1_hh113,head
d1,a0,d1_158,rural_worker,52,1,1,0,0.7,29446,True,d1_hh114,head
d1,a0,d1_341,working_class,54,0,1,0,0.65,23084,True,d1_hh114,partner
d1,a0,d1_289,farmer_agricultural,47,1,1,0,0.75,27301,True,d1_hh115,head
d1,a0,d1_11,rural_worker,37,2,0,0,0.7,29902,True,d1_hh115,partner
d1,a0,d1_194,middle_class,42,2,1,0,0.7,46572,True,d1_hh116,head
d1,a0,d1_403,retired,74,4,0,0,0.3,17109,True,d1_hh116,partner
d1,a0,d1_244,retired,76,2,1,0,0.3,24781,True,d1_hh117,head
d1,a0,d1_216,retired,73,2,0,0,0.3,40478,True,d1_hh118,head
d1,a0,d1_379,farmer_agricultural,52,1,1,0,0.75,28056,True,d1_hh119,head
d1,a0,d1_375,rural_worker,43,3,0,0,0.7,21310,True,d1_hh119,partner
d1,a0,d1_209,affluent_professional,54,5,1,0,0.6,16744,True,d1_hh120,head
d1,a0,d1_262,retired,72,2,0,0,0.3,11175,True,d1_hh121,head
d1,a0,d1_234,rural_worker,34,1,0,0,0.7,29344,True,d1_hh121,partner
d1,a0,d1_359,retired,94,1,1,0,0.3,36353,True,d1_hh121,partner
d1,a0,d1_327,retired,59,3,1,0,0.3,29355,True,d1_hh122,head
d1,a0,d1_202,farmer_agricultural,61,2,1,0,0.75,2716,True,d1_hh122,partner
d1,a0,d1_449,working_class,58,2,0,0,0.65,23976,True,d1_hh123,head
d1,a0,d1_404,middle_class,43,3,1,0,0.7,6179,True,d1_hh123,partner
d1,a0,d1_257,retired,82,3,0,0,0.3,35506,True,d1_hh124,head
d1,a0,d1_130,working_class,22,2,0,0,0.65,22225,True,d1_hh124,partner
d1,a0,d1_9,retired,74,3,1,0,0.3,26308,True,d1_hh125,head
d1,a0,d1_421,retired,68,2,1,0,0.3,20845,True,d1_hh125,partner
d1,a0,d1_53,rural_worker,32,1,1,0,0.7,16923,True,d1_hh126,head
d1,a0,d1_483,working_class,53,2,1,0,0.65,22838,True,d1_hh126,partner
d1,a0,d1_241,rural_worker,29,1,1,0,0.7,32228,True,d1_hh127,head
d1,a0,d1_201,working_class,41,1,0,0,0.65,30329,True,d1_hh127,partner
d1,a0,d1_156,retired,80,1,1,0,0.3,25477,True,d1_hh128,head
d1,a0,d1_463,retired,83,1,0,0,0.3,26622,True,d1_hh129,head
d1,a0,d1_407,middle_class,57,5,1,0,0.7,47390,True,d1_hh130,head
d1,a0,d1_447,farmer_agricultural,57,1,1,0,0.75,12514,True,d1_hh130,partner
d1,a0,d1_381,farmer_agricultural,45,2,0,0,0.75,38351,True,d1_hh131,head
d1,a0,d1_258,rural_worker,46,1,0,0,0.7,14345,True,d1_hh132,head
d1,a0,d1_111,working_class,36,2,1,0,0.65,16267,True,d1_hh133,head
d1,a0,d1_171,farmer_agricultural,50,2,0,0,0.75,33169,True,d1_hh134,head
d1,a0,d1_96,middle_class,42,4,0,0,0.7,34976,True,d1_hh134,partner
d1,a0,d1_401,rural_worker,44,1,0,0,0.7,17280,True,d1_hh135,head
d1,a0,d1_177,working_class,37,1,0,0,0.65,29618,True,d1_hh135,partner
d1,a0,d1_322,farmer_agricultural,48,1,0,0,0.75,41865,True,d1_hh136,head
d1,a0,d1_475,rural_worker,56,2,0,0,0.7,27218,True,d1_hh136,partner
d1,a0,d1_245,farmer_agricultural,53,2,0,0,0.75,40105,True,d1_hh137,head
d1,a0,d1_78,farmer_agricultural,43,1,1,0,0.75,-4209,True,d1_hh137,partner
d1,a0,d1_231,retired,53,1,1,0,0.3,14175,True,d1_hh138,head
d1,a0,d1_312,farmer_agricultural,38,1,1,0,0.75,42104,True,d1_hh138,partner
d1,a0,d1_55,retired,64,4,0,0,0.3,25849,True,d1_hh139,head
d1,a0,d1_414,working_class,66,1,0,0,0.65,34358,True,d1_hh139,partner
d1,a0,d1_360,rural_worker,48,1,0,0,0.7,25028,True,d1_hh140,head
d1,a0,d1_304,working_class,54,1,1,0,0.65,33899,True,d1_hh141,head
d1,a0,d1_346,retired,78,3,0,0,0.3,12452,True,d1_hh141,partner
d1,a0,d1_105,rural_worker,42,1,1,0,0.7,17118,True,d1_hh142,head
d1,a0,d1_335,working_class,51,3,0,0,0.65,23001,True,d1_hh142,partner
d1,a0,d1_39,working_class,48,4,0,0,0.65,24085,True,d1_hh143,head
d1,a0,d1_336,rural_worker,54,2,0,0,0.7,13356,True,d1_hh144,head
d1,a0,d1_48,working_class,39,2,1,0,0.65,21103,True,d1_hh145,head
d1,a0,d1_211,retired,56,2,0,0,0.3,19137,True,d1_hh146,head
d1,a0,d1_251,retired,88,5,0,0,0.3,33360,True,d1_hh147,head
d1,a0,d1_338,retired,63,1,1,0,0.3,22521,True,d1_hh148,head
d1,a0,d1_378,working_class,46,4,0,0,0.65,26493,True,d1_hh149,head
d1,a0,d1_425,rural_worker,46,1,1,0,0.7,33340,True,d1_hh149,partner
d1,a0,d1_61,retired,80,3,0,0,0.3,37357,True,d1_hh150,head
d1,a0,d1_47,retired,64,0,0,0,0.3,24677,True,d1_hh150,partner
d1,a0,d1_212,rural_worker,43,0,1,0,0.7,26056,True,d1_hh151,head
d1,a0,d1_154,farmer_agricultural,32,0,1,0,0.75,11239,True,d1_hh151,partner
d1,a0,d1_150,rural_worker,44,2,0,0,0.7,35657,True,d1_hh152,head
d1,a0,d1_405,farmer_agricultural,35,0,1,0,0.75,-5746,True,d1_hh153,head
d1,a0,d1_320,working_class,65,2,0,0,0.65,17981,True,d1_hh154,head
d1,a0,d1_205,rural_worker,31,2,1,0,0.7,23691,True,d1_hh155,head
d1,a0,d1_192,farmer_agricultural,68,3,0,0,0.75,24212,True,d1_hh155,partner
d1,a0,d1_469,working_class,53,1,1,0,0.65,43837,True,d1_hh156,head
d1,a0,d1_350,farmer_agricultural,37,1,0,0,0.75,29644,True,d1_hh156,partner
d1,a0,d1_354,working_class,42,3,0,0,0.65,20845,True,d1_hh157,head
d1,a0,d1_207,retired,72,3,1,0,0.3,15803,True,d1_hh157,partner
d1,a0,d1_142,rural_worker,54,3,0,0,0.7,12324,True,d1_hh158,head
d1,a0,d1_240,farmer_agricultural,50,3,1,0,0.75,-6211,True,d1_hh158,partner
d1,a0,d1_427,working_class,24,0,1,0,0.65,32366,True,d1_hh159,head
d1,a0,d1_302,affluent_professional,39,4,1,0,0.6,66398,True,d1_hh160,head
d1,a0,d1_440,working_class,41,2,1,0,0.65,13496,True,d1_hh161,head
d1,a0,d1_186,retired,62,1,1,0,0.3,21293,True,d1_hh161,partner
d1,a0,d1_75,rural_worker,48,3,1,0,0.7,35137,True,d1_hh162,head
d1,a0,d1_373,working_class,37,3,1,0,0.65,26024,True,d1_hh162,partner
d1,a0,d1_203,rural_worker,51,0,0,0,0.7,23646,True,d1_hh163,head
d1,a0,d1_21,affluent_professional,47,7,0,0,0.6,80866,True,d1_hh163,partner
d1,a0,d1_337,working_class,63,1,1,0,0.65,12759,True,d1_hh164,head
d1,a0,d1_429,working_class,47,4,0,0,0.65,32593,True,d1_hh164,partner
d1,a0,d1_417,farmer_agricultural,70,1,0,0,0.75,32529,True,d1_hh165,head
d1,a0,d1_67,farmer_agricultural,68,2,0,0,0.75,37659,True,d1_hh165,partner
d1,a0,d1_214,retired,88,3,1,0,0.3,18626,True,d1_hh165,partner
d1,a0,d1_254,farmer_agricultural,60,2,0,0,0.75,33111,True,d1_hh166,head
d1,a0,d1_396,farmer_agricultural,59,1,0,0,0.75,50976,True,d1_hh166,partner
d1,a0,d1_388,rural_worker,35,1,0,0,0.7,39201,True,d1_hh167,head
d1,a0,d1_459,farmer_agricultural,55,3,0,0,0.75,46390,True,d1_hh168,head
d1,a0,d1_4,working_class,48,3,0,0,0.65,29740,True,d1_hh169,head
d1,a0,d1_488,retired,61,0,1,0,0.3,7728,True,d1_hh169,partner
d1,a0,d1_420,retired,79,2,1,0,0.3,29957,True,d1_hh169,partner
d1,a0,d1_62,farmer_agricultural,54,0,1,0,0.75,7477,True,d1_hh170,head
d1,a0,d1_264,farmer_agricultural,58,2,1,0,0.75,1199,True,d1_hh170,partner
d1,a0,d1_285,rural_worker,46,2,0,0,0.7,24974,True,d1_hh171,head
d1,a0,d1_238,retired,70,0,0,0,0.3,6365,True,d1_hh171,partner
d1,a0,d1_356,working_class,63,2,0,0,0.65,24424,True,d1_hh172,head
d1,a0,d1_324,retired,73,3,0,0,0.3,12002,True,d1_hh172,partner
d1,a0,d1_333,farmer_agricultural,61,1,1,0,0.75,17060,True,d1_hh173,head
d1,a0,d1_219,farmer_agricultural,54,3,1,0,0.75,23143,True,d1_hh173,partner
d1,a0,d1_31,retired,71,0,0,0,0.3,7528,True,d1_hh174,head
d1,a0,d1_343,farmer_agricultural,64,3,0,0,0.75,31041,True,d1_hh174,partner
d1,a0,d1_281,middle_class,44,4,0,0,0.7,42385,True,d1_hh175,head
d1,a0,d1_361,retired,72,2,1,0,0.3,17916,True,d1_hh175,partner
d1,a0,d1_473,farmer_agricultural,49,2,1,0,0.75,49017,True,d1_hh176,head
d1,a0,d1_85,farmer_agricultural,61,2,0,0,0.75,22357,True,d1_hh176,partner
d1,a0,d1_54,farmer_agricultural,77,1,1,0,0.75,40577,True,d1_hh177,head
d1,a0,d1_242,retired,74,3,1,0,0.3,10598,True,d1_hh177,partner
d1,a0,d1_146,working_class,40,3,0,0,0.65,24486,True,d1_hh178,head
d1,a0,d1_0,working_class,51,1,0,0,0.65,32003,True,d1_hh179,head
d1,a0,d1_90,rural_worker,38,2,0,0,0.7,21318,True,d1_hh179,partner
d1,a0,d1_298,working_class,44,3,1,0,0.65,20591,True,d1_hh180,head
