hh_id,location_urban,location_rural,hh_size1,hh_size2,hh_size3,hh_size4,m_0_to_30,f_0_to_30,m_30_to_60,f_30_to_60,m_gt_60,f_gt_60,edu_non,edu_low,edu_middle,edu_high
d125_hh95,0,1,0,0,0,4,0,0,0,2,1,1,1,2,1,0
d141_hh79,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d211_hh266,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d127_hh205,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d123_hh194,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
d210_hh112,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d130_hh246,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d207_hh155,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d205_hh25,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0
d23_hh109,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,0
d32_hh168,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d55_hh229,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d137_hh195,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,1
d12_hh191,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d172_hh15,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d117_hh132,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d163_hh177,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0
d166_hh62,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d50_hh112,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
d123_hh162,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0
d205_hh128,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d200_hh19,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d1_hh56,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1
d35_hh176,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0
d125_hh89,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d92_hh77,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d95_hh18,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d47_hh92,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d154_hh193,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d114_hh44,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d66_hh123,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d178_hh235,0,1,0,0,0,4,0,0,1,0,1,2,0,4,0,0
d37_hh123,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
d27_hh82,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d93_hh86,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0
d215_hh262,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1
d155_hh172,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d102_hh206,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d67_hh166,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0
d189_hh229,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0
d139_hh7,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0
d207_hh207,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d86_hh230,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0
d35_hh118,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d137_hh40,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d154_hh215,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0
d46_hh95,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0
d77_hh46,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d192_hh20,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d28_hh233,1,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d100_hh67,0,1,0,0,1,0,0,0,0,0,2,1,0,1,2,0
d192_hh123,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d5_hh67,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d169_hh123,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d70_hh194,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d63_hh208,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d169_hh65,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d131_hh185,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d58_hh212,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d153_hh46,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0
d207_hh156,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0
d205_hh266,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d124_hh250,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d196_hh40,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d108_hh55,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d155_hh90,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d156_hh195,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d172_hh162,1,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0
d176_hh191,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d93_hh30,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
d49_hh199,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
d89_hh255,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d209_hh138,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d3_hh41,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d80_hh125,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d193_hh11,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d140_hh29,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d65_hh57,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d76_hh191,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d19_hh166,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d214_hh52,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d157_hh61,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d121_hh80,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d77_hh165,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d178_hh257,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d192_hh173,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
d205_hh183,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d211_hh169,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0
d14_hh72,1,0,0,0,1,0,0,0,2,0,1,0,0,2,1,0
d6_hh235,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d175_hh168,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d180_hh45,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d69_hh147,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d13_hh48,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1
d86_hh92,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0
d33_hh46,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d13_hh212,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d77_hh104,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0
d163_hh229,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d83_hh164,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0
d57_hh177,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d64_hh140,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d28_hh269,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d107_hh134,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d116_hh20,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
d163_hh268,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0
d44_hh112,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0
d133_hh125,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d79_hh141,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
d211_hh113,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d186_hh174,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d175_hh38,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0
d128_hh8,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
d73_hh89,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d126_hh116,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d191_hh240,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d150_hh203,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d137_hh145,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d76_hh149,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d124_hh10,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d92_hh111,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0
d155_hh239,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0
d195_hh45,0,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0
d40_hh29,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d156_hh132,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d123_hh150,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d80_hh253,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d101_hh7,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d74_hh146,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d83_hh80,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d174_hh160,0,1,0,0,1,0,0,0,0,0,2,1,0,2,1,0
d77_hh187,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d127_hh194,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d148_hh125,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d102_hh80,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
d24_hh149,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d59_hh40,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d87_hh268,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d85_hh237,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d80_hh12,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d12_hh154,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0
d182_hh163,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d54_hh7,0,1,0,0,0,5,0,1,2,1,0,1,2,0,2,1
d77_hh90,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0
d32_hh116,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0
d109_hh1,0,1,0,1,0,0,0,0,0,1,1,0,2,0,0,0
d147_hh245,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d73_hh252,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d178_hh161,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d143_hh92,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
d114_hh138,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0
d77_hh62,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0
d123_hh138,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d19_hh51,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d78_hh29,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0
d80_hh33,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d84_hh39,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
d169_hh26,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d89_hh25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d211_hh201,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d157_hh224,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
d11_hh104,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d75_hh51,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d140_hh118,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d7_hh134,0,1,0,0,0,5,0,0,0,2,2,1,0,4,1,0
d79_hh218,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
d163_hh88,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d134_hh107,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d98_hh196,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d144_hh181,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
d52_hh16,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0
d163_hh150,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d122_hh42,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0
d65_hh124,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0
d152_hh81,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d134_hh20,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d139_hh134,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,0
d23_hh85,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d146_hh87,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d32_hh60,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0
d84_hh43,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
d60_hh86,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0
d10_hh241,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d56_hh186,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d39_hh167,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d17_hh61,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0
d25_hh269,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1
d209_hh201,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
d141_hh133,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1
d88_hh132,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
d31_hh284,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
d79_hh289,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d109_hh200,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d49_hh136,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d162_hh129,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d99_hh8,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d85_hh97,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
d12_hh11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d107_hh128,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
d169_hh171,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d206_hh16,1,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0
d21_hh200,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d43_hh21,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
d187_hh221,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d182_hh64,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d192_hh115,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0
d63_hh84,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d4_hh197,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
d100_hh184,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,0
d146_hh38,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d135_hh243,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0
d197_hh36,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0
d159_hh26,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0
d76_hh261,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d195_hh16,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,0
d8_hh77,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d141_hh221,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d31_hh156,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0
d98_hh239,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d143_hh224,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d135_hh69,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
d19_hh169,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d209_hh67,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
d4_hh127,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
d196_hh55,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d57_hh183,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d91_hh127,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
d11_hh36,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d189_hh1,1,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0
d44_hh214,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
d105_hh258,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
d6_hh166,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0
d22_hh92,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d126_hh211,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d201_hh236,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d68_hh251,1,0,0,0,0,5,0,1,2,2,0,0,0,3,1,1
d58_hh113,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0
d37_hh5,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0
d185_hh122,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
d11_hh79,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
d187_hh199,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d196_hh42,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
d67_hh238,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0
d208_hh44,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d53_hh0,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0
d32_hh233,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d209_hh203,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d4_hh95,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d73_hh8,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0
d135_hh72,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d101_hh25,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
d160_hh205,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d30_hh111,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
d110_hh185,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d199_hh126,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
d106_hh31,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0
d95_hh72,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d65_hh227,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0
d143_hh226,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
d205_hh63,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1
d167_hh261,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
d154_hh96,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d189_hh179,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
d147_hh141,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0
d203_hh15,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
d25_hh163,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1
d96_hh253,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0
d194_hh110,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0
d28_hh189,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2
d98_hh232,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d159_hh30,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d132_hh246,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d127_hh141,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
d142_hh146,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d3_hh33,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
d166_hh167,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d140_hh199,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0
d84_hh197,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
d141_hh55,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d181_hh132,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
d92_hh130,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0
d182_hh22,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
d44_hh88,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0
d207_hh43,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0
d212_hh229,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d122_hh211,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
d94_hh41,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0
d163_hh24,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
d190_hh54,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
d90_hh62,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0
d174_hh21,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0
d167_hh7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
d88_hh70,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0
d159_hh119,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
d123_hh243,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0
d128_hh114,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0
d170_hh187,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
d173_hh110,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0
d83_hh251,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0
d206_hh89,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
d173_hh249,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
