area,admin_area,id,demographic_id,age,education,gender,ethnicity,family_ratio,income,in_household,household_id,relationship
d1,a0,d1_218,affluent_professional,47,6,0,0,0.6,47619,True,d1_hh46,partner
d1,a0,d1_115,rural_worker,23,1,1,0,0.7,26136,True,d1_hh47,head
d1,a0,d1_429,working_class,47,4,0,0,0.65,32593,True,d1_hh48,head
d1,a0,d1_231,working_class,23,1,0,0,0.65,19740,True,d1_hh49,head
d1,a0,d1_486,farmer_agricultural,73,2,1,0,0.75,42444,True,d1_hh49,partner
d1,a0,d1_297,middle_class,39,3,1,0,0.7,38462,True,d1_hh50,head
d1,a0,d1_349,middle_class,50,3,1,0,0.7,43250,True,d1_hh50,partner
d1,a0,d1_351,working_class,74,0,1,0,0.65,37776,True,d1_hh51,head
d1,a0,d1_326,middle_class,30,5,0,0,0.7,43560,True,d1_hh51,partner
d1,a0,d1_364,farmer_agricultural,61,2,0,0,0.75,18159,True,d1_hh52,head
d1,a0,d1_204,working_class,32,3,1,0,0.65,19547,True,d1_hh52,partner
d1,a0,d1_478,working_class,50,2,1,0,0.65,22480,True,d1_hh53,head
d1,a0,d1_111,farmer_agricultural,39,2,0,0,0.75,9751,True,d1_hh53,partner
d1,a0,d1_310,rural_worker,46,2,0,0,0.7,30157,True,d1_hh54,head
d1,a0,d1_103,working_class,67,3,1,0,0.65,29512,True,d1_hh54,partner
d1,a0,d1_267,rural_worker,34,2,1,0,0.7,24654,True,d1_hh55,head
d1,a0,d1_21,rural_worker,52,2,1,0,0.7,27553,True,d1_hh56,head
d1,a0,d1_214,retired,88,3,1,0,0.3,18626,True,d1_hh56,partner
d1,a0,d1_210,working_class,65,5,1,0,0.65,22757,True,d1_hh57,head
d1,a0,d1_482,farmer_agricultural,79,3,1,0,0.75,23401,True,d1_hh57,partner
d1,a0,d1_23,retired,70,0,1,0,0.3,10667,True,d1_hh58,head
d1,a0,d1_172,affluent_professional,48,5,0,0,0.6,82956,True,d1_hh58,partner
d1,a0,d1_98,working_class,45,2,0,0,0.65,28367,True,d1_hh59,head
d1,a0,d1_392,farmer_agricultural,42,2,0,0,0.75,33493,True,d1_hh59,partner
d1,a0,d1_323,retired,72,2,1,0,0.3,20938,True,d1_hh60,head
d1,a0,d1_99,affluent_professional,38,4,0,0,0.6,71559,True,d1_hh60,partner
d1,a0,d1_418,rural_worker,38,1,0,0,0.7,27421,True,d1_hh61,head
d1,a0,d1_479,farmer_agricultural,16,0,1,0,0.75,44812,True,d1_hh62,head
d1,a0,d1_309,rural_worker,50,1,0,0,0.7,22529,True,d1_hh62,partner
d1,a0,d1_359,working_class,78,1,1,0,0.65,37482,True,d1_hh63,head
d1,a0,d1_287,retired,60,2,0,0,0.3,22839,True,d1_hh63,partner
d1,a0,d1_181,retired,70,2,0,0,0.3,20408,True,d1_hh64,head
d1,a0,d1_141,retired,60,1,0,0,0.3,18419,True,d1_hh64,partner
d1,a0,d1_10,retired,89,2,1,0,0.3,16877,True,d1_hh64,partner
d1,a0,d1_185,farmer_agricultural,48,1,0,0,0.75,12516,True,d1_hh65,head
d1,a0,d1_281,working_class,46,2,1,0,0.65,28923,True,d1_hh65,partner
d1,a0,d1_20,affluent_professional,26,6,0,0,0.6,68255,True,d1_hh66,head
d1,a0,d1_3,affluent_professional,34,7,0,0,0.6,80555,True,d1_hh66,partner
d1,a0,d1_175,rural_worker,41,2,0,0,0.7,22920,True,d1_hh67,head
d1,a0,d1_9,farmer_agricultural,56,2,0,0,0.75,34462,True,d1_hh67,partner
d1,a0,d1_336,middle_class,52,5,0,0,0.7,23182,True,d1_hh68,head
d1,a0,d1_215,retired,70,3,1,0,0.3,4693,True,d1_hh69,head
d1,a0,d1_142,farmer_agricultural,61,3,0,0,0.75,7267,True,d1_hh70,head
d1,a0,d1_246,working_class,30,0,0,0,0.65,34013,True,d1_hh70,partner
d1,a0,d1_263,rural_worker,44,1,1,0,0.7,13247,True,d1_hh71,head
d1,a0,d1_17,retired,77,0,0,0,0.3,18803,True,d1_hh71,partner
d1,a0,d1_169,farmer_agricultural,57,1,0,0,0.75,34976,True,d1_hh72,head
d1,a0,d1_6,rural_worker,55,1,1,0,0.7,20705,True,d1_hh72,partner
d1,a0,d1_331,farmer_agricultural,67,1,1,0,0.75,33290,True,d1_hh73,head
d1,a0,d1_24,rural_worker,35,2,0,0,0.7,22996,True,d1_hh73,partner
d1,a0,d1_255,retired,57,2,1,0,0.3,16438,True,d1_hh74,head
d1,a0,d1_131,working_class,53,3,0,0,0.65,27105,True,d1_hh75,head
d1,a0,d1_242,retired,74,3,0,0,0.3,10598,True,d1_hh75,partner
d1,a0,d1_59,farmer_agricultural,53,1,1,0,0.75,32287,True,d1_hh76,head
d1,a0,d1_108,farmer_agricultural,73,2,1,0,0.75,4419,True,d1_hh76,partner
d1,a0,d1_105,middle_class,42,4,0,0,0.7,29630,True,d1_hh77,head
d1,a0,d1_152,retired,80,1,1,0,0.3,25330,True,d1_hh78,head
d1,a0,d1_317,retired,75,3,1,0,0.3,10375,True,d1_hh78,partner
d1,a0,d1_243,working_class,35,3,1,0,0.65,26466,True,d1_hh79,head
d1,a0,d1_334,farmer_agricultural,47,2,1,0,0.75,28044,True,d1_hh79,partner
d1,a0,d1_489,retired,61,0,1,0,0.3,4323,True,d1_hh80,head
d1,a0,d1_365,rural_worker,59,3,1,0,0.7,25461,True,d1_hh80,partner
d1,a0,d1_93,affluent_professional,44,7,1,0,0.6,30108,True,d1_hh81,head
d1,a0,d1_193,middle_class,48,0,1,0,0.7,24123,True,d1_hh81,partner
d1,a0,d1_81,affluent_professional,28,9,1,0,0.6,39251,True,d1_hh82,head
d1,a0,d1_51,working_class,42,2,1,0,0.65,40143,True,d1_hh82,partner
d1,a0,d1_332,rural_worker,54,1,0,0,0.7,22915,True,d1_hh83,head
d1,a0,d1_119,working_class,50,1,0,0,0.65,24819,True,d1_hh84,head
d1,a0,d1_64,farmer_agricultural,47,3,1,0,0.75,11394,True,d1_hh84,partner
d1,a0,d1_487,rural_worker,38,1,0,0,0.7,25217,True,d1_hh85,head
d1,a0,d1_32,farmer_agricultural,36,1,1,0,0.75,33996,True,d1_hh85,partner
d1,a0,d1_197,working_class,50,4,0,0,0.65,12785,True,d1_hh86,head
d1,a0,d1_399,middle_class,35,6,1,0,0.7,25300,True,d1_hh87,head
d1,a0,d1_439,farmer_agricultural,56,0,0,0,0.75,45856,True,d1_hh87,partner
d1,a0,d1_324,farmer_agricultural,54,2,1,0,0.75,13004,True,d1_hh88,head
d1,a0,d1_203,retired,76,1,1,0,0.3,24352,True,d1_hh88,partner
d1,a0,d1_474,rural_worker,50,2,1,0,0.7,23269,True,d1_hh89,head
d1,a0,d1_289,rural_worker,41,1,1,0,0.7,21673,True,d1_hh89,partner
d1,a0,d1_470,retired,68,6,0,0,0.3,6320,True,d1_hh90,head
d1,a0,d1_395,middle_class,31,4,1,0,0.7,42384,True,d1_hh91,head
d1,a0,d1_135,farmer_agricultural,48,1,0,0,0.75,40442,True,d1_hh91,partner
d1,a0,d1_412,rural_worker,46,2,1,0,0.7,26327,True,d1_hh92,head
d1,a0,d1_389,rural_worker,65,1,1,0,0.7,19454,True,d1_hh92,partner
d1,a0,d1_75,farmer_agricultural,54,4,0,0,0.75,56152,True,d1_hh93,head
d1,a0,d1_457,rural_worker,55,2,0,0,0.7,10763,True,d1_hh93,partner
d1,a0,d1_394,affluent_professional,34,7,1,0,0.6,64787,True,d1_hh94,head
d1,a0,d1_436,rural_worker,15,1,0,0,0.7,13739,True,d1_hh94,partner
d1,a0,d1_415,retired,72,2,0,0,0.3,3923,True,d1_hh95,head
d1,a0,d1_238,middle_class,42,2,1,0,0.7,19238,True,d1_hh96,head
d1,a0,d1_298,farmer_agricultural,48,3,0,0,0.75,17859,True,d1_hh96,partner
d1,a0,d1_269,working_class,34,2,0,0,0.65,27737,True,d1_hh97,head
d1,a0,d1_192,farmer_agricultural,68,3,1,0,0.75,24212,True,d1_hh97,partner
d1,a0,d1_91,retired,88,5,0,0,0.3,25858,True,d1_hh98,head
d1,a0,d1_440,middle_class,37,3,0,0,0.7,37733,True,d1_hh99,head
d1,a0,d1_78,farmer_agricultural,43,1,0,0,0.75,-4209,True,d1_hh99,partner
d1,a0,d1_449,rural_worker,37,2,1,0,0.7,21235,True,d1_hh100,head
d1,a0,d1_437,rural_worker,54,1,0,0,0.7,24827,True,d1_hh101,head
d1,a0,d1_146,retired,66,3,1,0,0.3,20107,True,d1_hh101,partner
d1,a0,d1_79,working_class,46,1,0,0,0.65,21764,True,d1_hh102,head
d1,a0,d1_80,retired,64,2,1,0,0.3,4422,True,d1_hh102,partner
d1,a0,d1_290,retired,74,1,1,0,0.3,29242,True,d1_hh102,partner
d1,a0,d1_162,rural_worker,37,2,0,0,0.7,16039,True,d1_hh103,head
d1,a0,d1_375,affluent_professional,39,8,0,0,0.6,63031,True,d1_hh103,partner
d1,a0,d1_220,retired,58,2,0,0,0.3,12975,True,d1_hh104,head
d1,a0,d1_466,farmer_agricultural,58,0,1,0,0.75,45737,True,d1_hh104,partner
d1,a0,d1_428,farmer_agricultural,52,2,1,0,0.75,8104,True,d1_hh105,head
d1,a0,d1_387,working_class,44,2,0,0,0.65,13941,True,d1_hh106,head
d1,a0,d1_109,farmer_agricultural,51,0,1,0,0.75,20225,True,d1_hh107,head
d1,a0,d1_361,middle_class,45,4,1,0,0.7,33100,True,d1_hh107,partner
d1,a0,d1_265,retired,71,4,1,0,0.3,32592,True,d1_hh108,head
d1,a0,d1_467,farmer_agricultural,48,1,0,0,0.75,20625,True,d1_hh109,head
d1,a0,d1_148,working_class,44,0,0,0,0.65,34537,True,d1_hh109,partner
d1,a0,d1_208,rural_worker,51,1,1,0,0.7,19118,True,d1_hh110,head
d1,a0,d1_431,farmer_agricultural,26,2,1,0,0.75,40682,True,d1_hh111,head
d1,a0,d1_16,farmer_agricultural,60,2,0,0,0.75,32336,True,d1_hh111,partner
d1,a0,d1_13,farmer_agricultural,59,2,1,0,0.75,36147,True,d1_hh112,head
d1,a0,d1_71,working_class,42,2,0,0,0.65,34022,True,d1_hh113,head
d1,a0,d1_271,working_class,42,1,0,0,0.65,28491,True,d1_hh113,partner
d1,a0,d1_234,retired,63,2,1,0,0.3,32491,True,d1_hh114,head
d1,a0,d1_402,retired,66,1,0,0,0.3,44816,True,d1_hh114,partner
d1,a0,d1_306,rural_worker,60,0,1,0,0.7,19774,True,d1_hh115,head
d1,a0,d1_158,rural_worker,52,1,1,0,0.7,29446,True,d1_hh115,partner
d1,a0,d1_384,farmer_agricultural,55,1,0,0,0.75,38467,True,d1_hh116,head
d1,a0,d1_299,farmer_agricultural,41,2,0,0,0.75,4965,True,d1_hh116,partner
d1,a0,d1_128,rural_worker,28,1,0,0,0.7,25077,True,d1_hh117,head
d1,a0,d1_376,middle_class,42,1,1,0,0.7,27269,True,d1_hh118,head
d1,a0,d1_29,farmer_agricultural,52,2,0,0,0.75,34697,True,d1_hh118,partner
d1,a0,d1_249,retired,76,2,0,0,0.3,13068,True,d1_hh119,head
d1,a0,d1_465,working_class,68,3,0,0,0.65,24540,True,d1_hh119,partner
d1,a0,d1_83,retired,62,2,0,0,0.3,25415,True,d1_hh120,head
d1,a0,d1_43,rural_worker,35,1,0,0,0.7,12363,True,d1_hh121,head
d1,a0,d1_26,retired,77,2,1,0,0.3,26567,True,d1_hh121,partner
d1,a0,d1_272,rural_worker,41,1,0,0,0.7,23912,True,d1_hh122,head
d1,a0,d1_164,middle_class,42,5,1,0,0.7,34295,True,d1_hh123,head
d1,a0,d1_168,working_class,15,1,0,0,0.65,45363,True,d1_hh123,partner
d1,a0,d1_186,middle_class,32,3,1,0,0.7,37151,True,d1_hh124,head
d1,a0,d1_46,working_class,69,5,0,0,0.65,29315,True,d1_hh124,partner
d1,a0,d1_74,rural_worker,47,0,1,0,0.7,22633,True,d1_hh125,head
d1,a0,d1_414,retired,85,2,0,0,0.3,32448,True,d1_hh126,head
d1,a0,d1_95,rural_worker,40,2,0,0,0.7,22367,True,d1_hh126,partner
d1,a0,d1_85,farmer_agricultural,61,2,0,0,0.75,22357,True,d1_hh127,head
d1,a0,d1_320,working_class,65,2,1,0,0.65,17981,True,d1_hh127,partner
d1,a0,d1_444,farmer_agricultural,62,2,1,0,0.75,34179,True,d1_hh128,head
d1,a0,d1_442,working_class,51,0,0,0,0.65,25009,True,d1_hh128,partner
d1,a0,d1_127,retired,82,0,1,0,0.3,9483,True,d1_hh129,head
d1,a0,d1_145,farmer_agricultural,44,1,0,0,0.75,11953,True,d1_hh129,partner
d1,a0,d1_69,retired,62,1,1,0,0.3,18658,True,d1_hh130,head
d1,a0,d1_333,retired,78,2,1,0,0.3,14707,True,d1_hh131,head
d1,a0,d1_224,rural_worker,38,0,0,0,0.7,27850,True,d1_hh131,partner
d1,a0,d1_401,working_class,46,1,0,0,0.65,20606,True,d1_hh132,head
d1,a0,d1_2,working_class,49,2,1,0,0.65,25865,True,d1_hh132,partner
d1,a0,d1_121,farmer_agricultural,39,1,0,0,0.75,50221,True,d1_hh133,head
d1,a0,d1_205,retired,61,3,0,0,0.3,24416,True,d1_hh133,partner
d1,a0,d1_388,farmer_agricultural,40,1,0,0,0.75,64861,True,d1_hh134,head
d1,a0,d1_130,working_class,22,2,1,0,0.65,22225,True,d1_hh135,head
d1,a0,d1_45,working_class,36,2,0,0,0.65,32705,True,d1_hh136,head
d1,a0,d1_82,rural_worker,33,3,1,0,0.7,42335,True,d1_hh137,head
d1,a0,d1_147,working_class,51,2,0,0,0.65,36565,True,d1_hh137,partner
d1,a0,d1_264,farmer_agricultural,58,2,1,0,0.75,1199,True,d1_hh138,head
d1,a0,d1_241,retired,60,1,0,0,0.3,36611,True,d1_hh138,partner
d1,a0,d1_173,rural_worker,63,1,1,0,0.7,15786,True,d1_hh139,head
d1,a0,d1_27,retired,66,2,0,0,0.3,18182,True,d1_hh139,partner
d1,a0,d1_434,working_class,54,3,1,0,0.65,23991,True,d1_hh140,head
d1,a0,d1_183,farmer_agricultural,59,2,1,0,0.75,36348,True,d1_hh141,head
d1,a0,d1_485,retired,71,6,0,0,0.3,22907,True,d1_hh141,partner
d1,a0,d1_233,farmer_agricultural,49,3,1,0,0.75,24324,True,d1_hh142,head
d1,a0,d1_150,rural_worker,44,2,1,0,0.7,35657,True,d1_hh142,partner
d1,a0,d1_155,farmer_agricultural,46,1,0,0,0.75,57058,True,d1_hh143,head
d1,a0,d1_207,affluent_professional,42,6,0,0,0.6,52606,True,d1_hh143,partner
d1,a0,d1_493,rural_worker,64,2,0,0,0.7,25943,True,d1_hh144,head
d1,a0,d1_261,farmer_agricultural,62,2,0,0,0.75,31731,True,d1_hh144,partner
d1,a0,d1_123,retired,78,2,0,0,0.3,35289,True,d1_hh145,head
d1,a0,d1_41,middle_class,58,5,1,0,0.7,42282,True,d1_hh145,partner
d1,a0,d1_33,farmer_agricultural,41,1,1,0,0.75,47488,True,d1_hh146,head
d1,a0,d1_432,farmer_agricultural,33,1,0,0,0.75,10638,True,d1_hh147,head
d1,a0,d1_94,working_class,58,3,1,0,0.65,17116,True,d1_hh147,partner
d1,a0,d1_117,retired,78,1,0,0,0.3,30137,True,d1_hh148,head
d1,a0,d1_244,working_class,54,2,0,0,0.65,28225,True,d1_hh149,head
d1,a0,d1_70,middle_class,54,2,0,0,0.7,38367,True,d1_hh150,head
d1,a0,d1_143,farmer_agricultural,56,0,0,0,0.75,35120,True,d1_hh150,partner
d1,a0,d1_126,farmer_agricultural,71,1,0,0,0.75,29618,True,d1_hh151,head
d1,a0,d1_425,middle_class,45,3,1,0,0.7,57440,True,d1_hh151,partner
d1,a0,d1_37,working_class,50,1,0,0,0.65,14431,True,d1_hh152,head
d1,a0,d1_295,retired,74,4,0,0,0.3,17686,True,d1_hh152,partner
d1,a0,d1_345,farmer_agricultural,51,2,1,0,0.75,19633,True,d1_hh153,head
d1,a0,d1_89,rural_worker,49,1,1,0,0.7,22000,True,d1_hh153,partner
d1,a0,d1_50,retired,70,1,0,0,0.3,5253,True,d1_hh154,head
d1,a0,d1_144,farmer_agricultural,50,0,1,0,0.75,41924,True,d1_hh154,partner
d1,a0,d1_382,retired,75,2,0,0,0.3,32190,True,d1_hh155,head
d1,a0,d1_301,rural_worker,63,1,1,0,0.7,36422,True,d1_hh155,partner
d1,a0,d1_494,middle_class,46,4,0,0,0.7,47331,True,d1_hh156,head
d1,a0,d1_279,farmer_agricultural,69,3,0,0,0.75,22960,True,d1_hh156,partner
d1,a0,d1_450,rural_worker,43,2,0,0,0.7,12956,True,d1_hh157,head
d1,a0,d1_330,farmer_agricultural,62,3,0,0,0.75,54915,True,d1_hh157,partner
d1,a0,d1_15,affluent_professional,43,7,1,0,0.6,69471,True,d1_hh158,head
d1,a0,d1_176,farmer_agricultural,55,3,1,0,0.75,22573,True,d1_hh158,partner
d1,a0,d1_472,retired,89,4,0,0,0.3,31711,True,d1_hh159,head
d1,a0,d1_22,affluent_professional,38,5,1,0,0.6,82159,True,d1_hh159,partner
d1,a0,d1_190,farmer_agricultural,34,1,1,0,0.75,31930,True,d1_hh160,head
d1,a0,d1_47,retired,64,0,1,0,0.3,24677,True,d1_hh160,partner
d1,a0,d1_36,working_class,57,0,1,0,0.65,29475,True,d1_hh160,partner
d1,a0,d1_366,retired,79,4,1,0,0.3,33300,True,d1_hh160,partner
d1,a0,d1_294,farmer_agricultural,38,0,1,0,0.75,11600,True,d1_hh161,head
d1,a0,d1_413,retired,84,4,0,0,0.3,11987,True,d1_hh161,partner
d1,a0,d1_312,farmer_agricultural,38,1,0,0,0.75,42104,True,d1_hh162,head
d1,a0,d1_282,rural_worker,80,2,0,0,0.7,17049,True,d1_hh163,head
d1,a0,d1_48,retired,65,2,1,0,0.3,15879,True,d1_hh163,partner
d1,a0,d1_284,rural_worker,55,1,0,0,0.7,23950,True,d1_hh164,head
d1,a0,d1_8,farmer_agricultural,46,1,1,0,0.75,35984,True,d1_hh164,partner
d1,a0,d1_237,rural_worker,53,0,1,0,0.7,21915,True,d1_hh165,head
d1,a0,d1_454,working_class,28,3,0,0,0.65,22962,True,d1_hh165,partner
d1,a0,d1_227,working_class,54,4,0,0,0.65,21829,True,d1_hh166,head
d1,a0,d1_153,retired,71,3,0,0,0.3,13666,True,d1_hh166,partner
d1,a0,d1_356,retired,83,2,0,0,0.3,20031,True,d1_hh167,head
d1,a0,d1_302,retired,70,0,1,0,0.3,22699,True,d1_hh168,head
d1,a0,d1_88,farmer_agricultural,57,3,1,0,0.75,30331,True,d1_hh169,head
d1,a0,d1_363,rural_worker,42,1,0,0,0.7,22059,True,d1_hh169,partner
d1,a0,d1_239,farmer_agricultural,60,1,0,0,0.75,12665,True,d1_hh170,head
d1,a0,d1_280,working_class,68,2,1,0,0.65,40029,True,d1_hh170,partner
d1,a0,d1_377,affluent_professional,39,5,0,0,0.6,92634,True,d1_hh171,head
d1,a0,d1_404,retired,70,1,0,0,0.3,-4517,True,d1_hh171,partner
d1,a0,d1_426,rural_worker,50,1,1,0,0.7,30355,True,d1_hh172,head
d1,a0,d1_452,retired,68,2,0,0,0.3,17896,True,d1_hh173,head
d1,a0,d1_232,farmer_agricultural,24,1,0,0,0.75,14272,True,d1_hh174,head
d1,a0,d1_350,farmer_agricultural,37,1,1,0,0.75,29644,True,d1_hh174,partner
d1,a0,d1_292,farmer_agricultural,51,1,1,0,0.75,26448,True,d1_hh175,head
d1,a0,d1_160,farmer_agricultural,54,3,1,0,0.75,29372,True,d1_hh175,partner
d1,a0,d1_371,farmer_agricultural,49,2,0,0,0.75,29184,True,d1_hh176,head
d1,a0,d1_254,retired,77,3,1,0,0.3,25407,True,d1_hh176,partner
d1,a0,d1_165,retired,79,0,0,0,0.3,18643,True,d1_hh177,head
d1,a0,d1_405,working_class,32,0,1,0,0.65,8001,True,d1_hh177,partner
d1,a0,d1_275,farmer_agricultural,52,2,0,0,0.75,26235,True,d1_hh178,head
d1,a0,d1_403,rural_worker,49,2,0,0,0.7,18576,True,d1_hh178,partner
d1,a0,d1_5,retired,65,3,1,0,0.3,12411,True,d1_hh179,head
d1,a0,d1_460,middle_class,57,0,1,0,0.7,34190,True,d1_hh180,head
d1,a0,d1_221,affluent_professional,38,6,0,0,0.6,30886,True,d1_hh181,head
